district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Tapiola,"1h, kk,kph",kt,"29,50",233500,7915,1959,2/5,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Kuurinniitty,1h+avok+piha (y...,kt,"30,00",130000,4333,2015,1/2,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+lasitettu...,kt,"32,50",206279,6347,2021,2/5,ei,hyvä, 							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tapiola,"1h,kk,kph,parv.",kt,"30,50",299000,9803,2020,11/12,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Leppävaara,"1h, kk, ph, s, ...",kt,"28,50",158900,5575,1985,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+lasitettu...,kt,"30,50",204399,6702,2021,3/5,ei,hyvä, 							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Matinkylä,"1h, kk, vh, kph...",kt,"39,00",229000,5872,2003,1/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,Autokatospaikka,kt,"12,50",6990,559,2021,1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Kauklahti,1h+avokeitti...,kt,"27,00",149000,5519,2019,4/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Perkkaa,"1h,k",kt,"39,00",144000,3692,1972,1/8,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,"1h, kk, kph/wc,...",kt,"32,00",129000,4031,1975,1/5,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Kivenlahti,1h+kk,kt,"36,00",149000,4139,1980,4/4,ei,tyyd.,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tapiola,"1h, avok, kph/w...",kt,"32,00",207500,6484,1961,5/9,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+kph+vh+ra...,kt,"34,00",234600,6900,2021,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+kph+vh+ra...,kt,"34,00",241400,7100,2021,4/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Pohjois-tapiola,1h+kt+kph-wc+la...,kt,"25,00",201000,8040,2016,1/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,"1h, kk, alkovi,...",kt,"35,00",188000,5371,2016,6/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Soukka,"1h, k, kph, par...",kt,"37,50",158027,4214,1971,8/10,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,Autokatospaikka,kt,"12,50",4190,335,2021,1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,Varasto,kt,"1,50",2990,1993,2021,1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,Autokatospaikka,kt,"12,50",6990,559,2021,1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,"1h, kk, kph, vh...",kt,"29,00",150000,5172,1975,6/8,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Mäkkylä,"1h, kk, kph",kt,"27,00",168000,6222,1965,2/2,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,1h+kt+ranskal. ...,kt,"28,50",161500,5667,2019,5/6,on,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+kph+vh+la...,kt,"29,50",202075,6850,2021,2/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tuomarila,"1h, avok, kph, ...",kt,"32,50",139000,4277,1990,2/3,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tuomarila,"1h, avok, kph, ...",kt,"32,50",140000,4308,1990,1/3,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Espoon keskus,1h+kt+kph+lasit...,kt,"31,00",145000,4677,2018,1/3,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,"1 h, kph / wc",kt,"40,00",106000,2650,1970,-1/2,ei,huono,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Niittykumpu,1h+kt,kt,"43,00",276000,6419,2015,7/8,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Perkkaa,"1h, kk, kph, ai...",kt,"30,50",160000,5246,1990,1/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Soukka,"1h, k, kph, par...",kt,"37,50",171000,4560,1971,10/10,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Niittykumpu,1h+kt,kt,"27,00",204500,7574,2022,4/6,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Saunalahti,Autokatospaikka,kt,"12,50",1798,144,2021,1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Karakallio,"1h,kk",kt,"32,00",95000,2969,1970,2/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Espoonlahti,1h+k+kph+vh+ter...,kt,"37,50",173000,4613,1974,1/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tontunmäki,"1h, kk, s",kt,"36,00",190000,5278,1989,2/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Kivenlahti,"1h, k, kph, alkovi",kt,"38,00",108000,2842,1974,4/4,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Tapiola,1h+kt+kph,kt,"29,00",225000,7759,1960,8/10,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+kph+vh+ra...,kt,"29,50",207975,7050,2021,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Pohjois-tapiola,"1h, kt, kph, is...",kt,"33,00",230000,6970,2016,5/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,"1h, kk, kph + v...",kt,"28,50",142000,4982,1973,3/8,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,"1h, k, alkovi, ...",kt,"28,50",198000,6947,2020,6/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Olari,1h+kt+alkovi+vh...,kt,"35,50",244950,6900,2021,2/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
Kivenlahti,1 h+kk,kt,"31,00",142300,4590,1973,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,3H+K+S,kt,"78,50",315000,4013,1989,3/3,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Kilo,3h+k+erillis-wc...,rt,"75,00",308000,4107,2003,1/1,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Olari,"3-4h, k, kph, e...",rt,"84,00",289000,3440,1981,1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Bemböle,3h+k+parvi+vara...,rt,"70,00",262000,3743,2017,1/1,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Olari,"3h, k, kph, las...",kt,"76,50",174000,2275,1981,1/4,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Kivenlahti,"Oh, k/rt, 2 mh,...",kt,"81,50",415000,5092,2007,14/17,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiola,3h + k + kph + ...,kt,"70,00",363000,5186,1960,1/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Kilo,"3h, k, s, p",kt,"71,50",246000,3441,1986,1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Järvenperä,"3h,k,s-os, kph,...",rt,"80,50",295000,3665,2011,1/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Karakallio,"3h, k, ph, eril...",kt,"71,00",176000,2479,1967,2/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3h, k, s, vh, l...",kt,"72,00",282000,3917,1988,1/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Pohjois-tapiola,"3 h, k, s, eril...",rt,"76,50",321000,4196,1983,1/2,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Niipperi,3 h+ avokeitti&...,rt,"75,00",261500,3487,2018,1/1,ei,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Lähderanta,"3h, k, kph, las...",kt,"60,00",134000,2233,1962,1/3,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Saunalahti,"3h,k,s,lasitett...",kt,"66,00",264000,4000,2004,4/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Mankkaa,3h + k + s + ap...,rt,"70,00",300000,4286,1984,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Latokaski,3h+k+s,rt,"84,00",204000,2429,1977,-1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Saunalahti,3h+kt+s+las.par...,kt,"56,00",250000,4464,2019,5/6,on,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,3h+k+kph+s+vh+l...,kt,"67,00",240000,3582,1985,4/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Matinkylä,"3h, k, kph,vh, ...",kt,"74,50",215000,2886,1973,4/8,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Nihtimäki,"3h, k, s, kph, ...",rt,"75,00",280000,3733,1985,1/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tuomarila,3H+K+S,kt,"69,50",257000,3698,2006,3/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Soukka,3 h+k+kh+wc+p,kt,"82,50",190000,2303,1969,4/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Latokaski,3h+avokeitti...,rt,"79,50",220000,2767,1979,2/2,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Kauklahti,3h+k+s+autokatos,rt,"81,50",335000,4110,2018,1/1,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tuomarila,3h+kk+s+parveke,kt,"61,50",239000,3886,2006,4/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Matinkylä,3h+kt+s,kt,"64,50",387709,6011,2021,14/16,on,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Olari / kuitinmäki,3h+k+s+et+wc+ph...,kt,"85,00",240000,2824,1973,3/3,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3h, avok, kph, ...",kt,"64,50",314000,4868,2001,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3 h, avok, s, e...",rt,"74,00",384500,5196,2017,1/2,ei,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Espoon keskus,"3 h, avokeitti&...",kt,"75,00",130000,1733,1973,4/8,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Soukanniemi ,3h+k+s,rt,"76,00",312000,4105,2018,2/2,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Olari,"3h, k",kt,"68,50",307000,4482,2020,2/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiola,"3 h, k, rt, kph...",kt,"65,00",315000,4846,1964,5/5,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Laaksolahti,"3h, k, s, erill...",rt,"76,00",318000,4184,2006,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3h, kt, kh",kt,"49,00",252000,5143,2021,2/6,ei,hyvä,oma							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Saunalahti,"3h, kt, s, rans...",rt,"61,50",308920,5023,2021,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tuomarila,3h+k+s,kt,"67,00",220000,3284,1995,1/2,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiola,"3h,k",kt,"68,00",346000,5088,1955,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Kilo,3h+k+s,kt,"71,50",230000,3217,1990,1/3,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiola,"3h,kt,kh,s,wc,v...",kt,"88,00",677600,7700,2020,6/12,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3h, kt, kh",kt,"49,00",285400,5824,2021,6/6,ei,hyvä,oma							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Matinkylä,2-3h+k+kph+lasi...,kt,"74,50",245000,3289,1979,2/3,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,3h+avokeitti...,kt,"66,00",317000,4803,2003,5/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Bemböle,"3h, k, wc, s-os...",rt,"70,00",259000,3700,2018,1/1,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,"3h, k, s, teras...",kt,"74,00",310000,4189,2009,4/6,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Mankkaa,"3h, k, s + vara...",rt,"82,50",264000,3200,1981,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiolan keskusta,"3 h, k, rt, hal...",kt,"63,00",295000,4683,1990,3/4,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Tapiola,"3h,k,s",kt,"76,00",335000,4408,1990,3/5,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Leppävaara,3h+k+kph+s+vh+e...,kt,"79,00",348200,4408,2011,1/7,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Ymmersta,"3h,k,s",kt,"68,00",264000,3882,2003,4/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
Laurinlahti,"3h, k, kph/s, p...",rt,"78,00",295000,3782,1990,-1/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Leppävaara,"1h, kk, lasitet...",kt,"28,50",155000,5439,1989,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Leppävaara,1h+kk+s,kt,"30,00",158000,5267,1985,4/4,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Tapiola,"1h,kk,kph",kt,"29,00",230000,7931,1962,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Leppävaara,"1h, kk, vh, kph...",kt,"43,00",230000,5349,2010,4/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Niittykumpu,1h+kt,kt,"35,50",225000,6338,2018,1/3,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Muurala,1h+k,rt,"25,00",140500,5620,2016,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Espoonlahti,"1h, avok",kt,"29,00",178000,6138,2021,3/12,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
"Olari, piispankylä",1h+kk+s+lasit p...,kt,"35,50",206000,5803,2007,1/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Kaupunginkallio,1h+k+s,kt,"34,00",147000,4324,2005,1/2,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Matinkylä,1h+kk,kt,"35,00",165000,4714,1982,1/8,on,tyyd.,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Niittykumpu,1h+kt,kt,"27,00",198200,7341,2022,2/6,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Niittykumpu,1h+kt,kt,"24,00",197000,8208,2022,3/6,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Kilo,"1h,kt,r.parv",kt,"30,00",152000,5067,2018,3/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Tapiola,1H+KK,kt,"32,50",214000,6585,1963,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Saunalahti,"1H+KT, ",kt,"28,50",145000,5088,2019,3/6,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Olari,1h+k+kph+lasite...,kt,"38,00",145000,3816,1975,3/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Vermo,"1h,kt,alkovi,s",kt,"44,00",240000,5455,2019,5/8,on,hyvä,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
Olari,"1h,k,alk,p",kt,"28,50",162000,5684,2020,2/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a
