district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Lauttasaari,"3 h, k, p",kt,"80,00",554000,6925,1957,4/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Etu-töölö,"3h, k, ph, hall...",kt,"119,00",765000,6429,1924,3/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Meilahti,"3h, avok, kph",kt,"58,00",389000,6707,1949,2/8,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Pajamäki,3h+k,kt,"60,00",260000,4333,1959,6/8,on,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Puotila,3h+k,kt,"70,00",175000,2500,1963,3/4,on,huono,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Kulosaari,3h+k+kh+parv.,kt,"77,50",401000,5174,1960,3/4,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Vuosaari,"3h, k, lasitett...",kt,"72,00",200000,2778,1980,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
"Honkasuo, malminkartano","3h, k, s, kph, wc",rt,"72,00",282000,3917,2020,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Eira,"3h, k, kph, vh",kt,"82,00",711500,8677,1912,1/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Fallpakka,3h+k,kt,"74,00",156275,2112,1991,2/3,ei,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Taka-töölö,"3 h, k, kh",kt,"61,00",375000,6148,1938,3/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Oulunkylä,"3h, k, kh, lasi...",kt,"64,50",280000,4341,1963,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Puistola,"3h,k,s,at",rt,"72,50",248000,3421,1984,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Etu-töölö,3h+k+kph+halli,kt,"96,00",600000,6250,1925,5/6,on,huono,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Munkkivuori,"3h,k,kph,vh,las...",kt,"65,70",318000,4840,1957,1/4,ei,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Aurinkolahti,"3h, k, s + las....",kt,"68,00",312000,4588,2005,6/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Vuosaari,"3h, k, kph, las...",kt,"70,00",202000,2886,1967,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Heikinlaakso,"2-3 h, th, avok...",rt,"93,00",279000,3000,1990,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Vesala,"3h, k, kph, sau...",rt,"71,00",160000,2254,1985,1/2,ei,huono,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Munkkivuori,"2-3 h, k, kph, ...",kt,"66,00",330000,5000,1958,3/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Kuninkaala,3h+k+s,rt,"67,50",223000,3304,1986,1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Pihlajisto,"3h, k, kph, eri...",kt,"74,50",209000,2805,1971,5/7,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Suurmetsä,3h+k+lasitettu p,kt,"78,50",108000,1376,1971,2/3,on,tyyd.,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
Tapulikaupunki,"3h, k, sh, wc, p",kt,"80,00",155285,1941,1982,4/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=58&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Etu-töölö,3h+k+halli+kph,kt,"91,00",648000,7121,1935,4/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Lauttasaari,3h+k+rt+kph/s+w...,kt,"93,00",576000,6194,2002,4/8,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Etelä-haaga,"2-3h, k, kph, e...",kt,"61,00",342000,5607,1960,4/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
"Honkasuo, malminkartano","3h, k, s, kph, wc",rt,"72,00",282000,3917,2020,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Paloheinä,"3h, avok., kph,...",rt,"80,50",340000,4224,2000,2/2,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Herttoniemi,3h+k+s,kt,"87,50",395000,4514,2007,2/6,on,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Kamppi,"3h, k, kph, hal...",kt,"144,00",970000,6736,1891,4/5,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Lauttasaari,"3h,k, lasitettu...",kt,"64,50",290000,4496,1973,4/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Kruununhaka,3h+k+kph,kt,"72,00",612000,8500,1903,2/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Kontula,"3h, k, kph, eri...",kt,"73,50",147000,2000,1967,5/8,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Paloheinä,"3h, k, takkahuo...",rt,"113,00",300000,2655,1978,1/1,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Oulunkylä,"3h, avok, kph, ...",kt,"53,50",247000,4617,1957,3/4,ei,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Etelä-haaga,"3h, k, kph, par...",kt,"58,00",307000,5293,1957,2/4,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Käpylä,"3h, kk",kt,"52,50",298000,5676,1944,1/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vesala,3h+k+s ,kt,"69,50",174000,2504,1990, ,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Mellunmäki,3h+k+kph+s+wc+l...,kt,"77,00",188900,2453,1975,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Meilahti,3h+k+palv.h.+kp...,kt,"85,60",515000,6016,1954,4/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Veräjälaakso,"3 h, avok., s, ...",kt,"51,00",210834,4134,1998,5/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Töyrynummi,3h+k,rt,"80,00",240000,3000,1983,1/2,ei,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Etelä-haaga,"3h, k, kph, wc,...",kt,"54,00",310000,5741,1940,1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Taka-töölö,"3h, k, kph",kt,"55,00",405000,7364,1941,2/3,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Malminkartano,3h+avokeitti...,kt,"68,50",196000,2861,1984,2/3,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Etu-töölö,3h + avok + kph...,kt,"69,40",560000,8069,1925,1/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Taka-töölö,"3h,avok,kph,wc,vh",kt,"70,00",555000,7929,1936,5/6,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Helsinki,"3h, k, s, erill...",kt,"73,50",238500,3245,1984,2/5,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Kontula,3-4h+k+kph+wc+parv,kt,"76,00",208186,2739,1968,6/8,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Puistola,3h+avok+kph+s,rt,"72,00",268000,3722,1988,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vartiokylä,3h+avok+kph+s+v...,rt,"75,50",300000,3974,1982,-1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Viikinmäki,3h+k+s,kt,"79,50",350000,4403,2014,2/3,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Pitäjänmäki,"3 h, avokeitti&...",rt,"85,00",257000,3024,1977,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
"Honkasuo, malminkartano","3-4h, k, s, kph...",rt,"12,50",1500,120,2020,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Viikinmäki,"3h, avok, kph, ...",kt,"60,00",292000,4867,2019,2/6,on,hyvä,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Herttoniemi,"3h, k, kph, las...",kt,"72,50",375000,5172,1956,4/4,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Ullanlinna,"3h, k, rt, hall...",kt,"156,00",1090000,6987,1908,2/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
"Viikki, latokartano","3h, avok, sauna...",kt,"80,00",287950,3599,2009,2/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Viikki,"3h,k,kph,s,2wc,...",kt,"81,00",312000,3852,2009,3/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Munkkivuori,"3 h, k, kph, p",kt,"67,00",325000,4851,1958,2/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Suutarila,3h+k+s,rt,"74,50",200000,2685,1985,1/1,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Oulunkylä,3h+k+s,kt,"81,00",282000,3481,1980,2/2,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vallila,3h+k,kt,"54,00",350000,6481,1965,7/8,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Suutarila,"3h, k, erilline...",ok,"66,50",384000,5774,2020,-1/2,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Pihlajisto,"3h,k,lasitettu ...",kt,"72,50",185000,2552,1975,7/7,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vartiokylä,3h+avok+kph+s+e...,rt,"81,40",389000,4779,1983,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vuosaari,"3h, k, kph, par...",kt,"62,00",191000,3081,1966,2/3,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Roihuvuori,"3h, k, kph, vh,...",kt,"70,00",249000,3557,1965,3/5,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Kontula,"3h, k, kph, eri...",kt,"73,00",115000,1575,1967,1/3,ei,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Pitäjänmäki,"3h, k, kph, eri...",kt,"74,00",215000,2905,1973,5/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Tapaninvainio,"3h, avokeitti...",rt,"80,00",316000,3950,2016,-1/2,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vesala,"3h, avok, kph, ...",rt,"61,00",245000,4016,1989,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Vuosaari,"3h, k, kph, las...",kt,"62,00",181000,2919,1966,3/3,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Pihlajamäki,"3-4h, k, kph/wc...",kt,"67,50",170000,2519,1963,1/3,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
Jätkäsaari,"3h, avok, kh, s...",kt,"81,00",680000,8395,2015,6/7,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=59&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Helsinki,"3 h, avokeitti&...",rt,"66,50",265500,3992,1988,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Konala,3h+k+kph+s+wc+v...,kt,"76,00",247000,3250,1982,1/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Munkkiniemi,"3h, k, ruokasal...",kt,"83,00",500000,6024,1955,2/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Latokartano,"3-4h, k, s, kph...",kt,"96,50",315000,3264,2006,2/6,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Käpylä,"3h, avok, kph, ...",kt,"57,00",353000,6193,1946,2/3,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Lauttasaari,"3h, avok, kph, ...",kt,"73,00",535000,7329,2012,6/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Tapanila,"3h, k, s/ph, wc...",kt,"78,50",322000,4102,2006,2/4,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Tapanila,"3h.k, kph,s, er...",rt,"86,50",288000,3329,2004,-1/2,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Etelä-haaga,"3h, k, kph, par...",kt,"68,00",341000,5015,1967,1/4,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Yliskylä,3h+k+kph+p,kt,"68,50",231000,3372,1972,1/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Kamppi,"3h, avokeitti...",kt,"87,30",652000,7468,1952,4/8,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Kannelmäki,"3h, avok, kh, p...",kt,"48,50",230000,4742,1962,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Munkkivuori,"3h, k, kph, p",kt,"62,50",335000,5360,1957,2/5,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Laajasalo,"3h, k",kt,"70,50",248000,3518,1979,4/4,ei,hyvä,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Aurinkolahti,"3h, k, kph, s, ...",kt,"81,00",424000,5235,2013,5/5,on,hyvä,oma							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Etu-töölö,3h+k+kph+erilli...,kt,"83,40",530000,6355,1927,2/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Pohjois-haaga,"2-3 h, k, lasit...",kt,"55,00",303000,5509,1955,6/7,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Alppila,3h+k,kt,"59,00",315100,5341,1960,3/8,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Metsälä,"3h, k, s, lasit...",kt,"61,50",398000,6472,2020,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Puotinharju,"3h, k, vh, lasi...",kt,"67,00",177000,2642,1963,3/7,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Myllypuro,3h+k,kt,"67,50",192000,2844,1964,1/3,ei,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Lauttasaari,3h+k+s+iso n. 2...,kt,"67,50",540000,8000,2001,5/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Katajanokka,3 h+k,kt,"71,50",370000,5175,1979,1/7,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Katajanokka,"3h,k,kh,parveke",kt,"73,50",374000,5088,1985,2/5,on,huono,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Viikin latokartano,"3-4h, k, kph, s...",kt,"96,50",335000,3472,2006,4/6,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
"Etelä-haaga, haaga",3h+kk+kph+parveke,kt,"51,00",250000,4902,1974,2/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Viikki/latokartano,3h+avok+kph+las...,kt,"60,50",245000,4050,2008,1/4,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Käpylä,"3h, k, kph, par...",kt,"60,50",358000,5917,1940,3/3,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Maunula,"3h, k, kph, las...",kt,"65,00",175000,2692,1962,1/4,ei,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Tammisalo,3h+avok+s+ullakko,rt,"67,50",522670,7743,2020,3/3,ei,hyvä,oma							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
"Honkasuo, malminkartano","3h, k, s, kph, wc",rt,"72,00",285000,3958,2020,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Kontula,3h+k,kt,"73,50",175742,2391,1970,1/3,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Itä-pakila,"3h, 2 askh, k, ...",rt,"153,00",425000,2778,2007,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Metsälä,"3h, k, s, lasit...",kt,"61,50",398000,6472,2020,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Niemenmäki,"3 h, k, kph, vh...",kt,"63,00",224000,3556,1962,2/8,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Vuosaari,"3h,kk, kph/s,er...",kt,"65,50",235000,3588,1999,2/7,on,tyyd.,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
