balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
,,concrete,good,152.5,1/1,1,"Sähkö, ilmalämpöpumppu, kiertoilma takka.",4-5h + 2kph + khh + uima-allash + vh + kesäh + var.autotalli,False,"sääskikuja 3 as 1,, ,01490 vantaa",True,,,418000.0,terraced house,Asunnossa on sauna,VANTAA,open plan kitchen,,3.0,1,Garage,sääskikuja 3 as 1,01490,
,,concrete,good,145.5,1/1,1,"Sähkö, ilmalämpöpumppu, varaava takka",4h + k + ruokailutila + 2kph + s + 2vh + var.autotalli,False,"sääskikuja 3 as 2,, ,01490 vantaa",True,,,378000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Garage,sääskikuja 3 as 2,01490,
Asunnossa on parveke,2020.0,concrete,good,82.5,3/8,8,"Kaukolämpö, vesikiertoinen lattialämmitys (liiketiloissa vesikiertoinen patterilämmitys))",3h + kt + s + parv.,True,"unikkotie 11 b24,, ,01300",True,4453.0,"564,95 € / kk",420750.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,3,,unikkotie 11 b24,01300,564.0
Asunnossa on parveke,2016.0,concrete,good,48.0,2/4,4,Kaukolämpö,2h + k + vh + s + parveke,True,"aapramintie 14,, ,01610 vantaa",True,5986.0,"182,40 € / kk",228000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,aapramintie 14,01610,182.0
Asunnossa on parveke,1977.0,concrete,good,59.0,2/4,4,Kaukolämpö,2h + k + kph + parveke,False,"karjopolku 12,, ,01360 vantaa",True,3701.0,"283,20 € / kk",108000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,karjopolku 12,01360,283.0
,2020.0,concrete,good,101.0,1/2,2,"Sähkölämmitys, Patteri, Vesikiertoinen lattialämmitys, Poistoilmalämpöpumppu",korso uusi pt,False,"harjalinnuntie 19,, ,01450",True,1370.0,"115,00 € / kk",253600.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,1,,harjalinnuntie 19,01450,115.0
Asunnossa on parveke,2004.0,concrete,good,112.6,1/3,3,Maalämpö,4h + k + s + khh + aula + 2 kph + 3 wc,False,"kaakkurikuja 3,, ,01450 vantaa",True,1637.0,"300,00 € / kk",375000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,1,,kaakkurikuja 3,01450,300.0
,2007.0,concrete,good,183.0,1/1,1,Maalämpö (vesikiertoinen lattialämmitys kaikissa tiloissa pl. kylmä varasto),5mh + oh + k + aula + khh + kph + s + 3wc + vh + eteinen + autotalli + v,False,"kontiotie 18,, ,01450 vantaa",True,,,495000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,3.0,1,Garage,kontiotie 18,01450,
,2016.0,concrete,good,157.0,1/1,1,Maalämpö,5h + avok + ph + s + khh + wc,False,"kuhajoentie 6,, ,01750 vantaa",True,,,529000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,kuhajoentie 6,01750,
,1964.0,concrete,good,135.0,1/1,1,öljy,oh + rt + saarekekeittiö + 3 x mh + saunaosasto + erill,False,"kuninkaanmäentie 5a,, ,01260",True,,,357000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,,1,,kuninkaanmäentie 5a,01260,
Asunnossa on parveke,2017.0,concrete,good,74.5,6/7,7,Kaukolämpö,4h + kt + s,True,"safiirikuja 7,, ,01700 vantaa",True,1656.0,"260,75 € / kk",315000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,6,,safiirikuja 7,01700,260.0
,2015.0,concrete,good,102.0,1/1,1,,5 h + k + kph + s + khh + kph2 + terassi + var / työtila + ulkotilat,False,"veerantie 2c,, ,01400",True,,,498000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,,1,Garage,veerantie 2c,01400,
,1980.0,concrete,mediocre,64.5,1/1,1,Kaukolämpö,2h + k,False,"maauunintie 29,, ,01450",True,9350.0,"307,02 € / kk",144000.0,row house,Asunnossa ei ole saunaa,VANTAA,kitchen,,1.0,1,,maauunintie 29,01450,307.0
,1996.0,concrete,mediocre,90.0,1/2,2,"Kaukolämpö,Kaukolämpö, Vesikiertoinen keskuslämmitys",valoisa perheasunto rauhallisella ilolan alueella,False,"ilolantie 2,, ,01390",True,8780.0,"1 275,30 € / kk",247000.0,row house,,VANTAA,kitchen,,,1,,ilolantie 2,01390,1275.0
,1982.0,concrete,good,75.0,1/1,1,kaukolämpö,rt 3h + k + kph + s + wc + vh,False,"auratie 6,, ,01630",True,2037.0,"381,50 € / kk",255000.0,row house,,VANTAA,kitchen,,1.0,1,,auratie 6,01630,381.0
Asunnossa on parveke,2021.0,concrete,good,53.0,1/5,5,Kaukolämmöllä toteutettu vesikiertoinen patterilämmitys,2h + k + kph + t,True,"vanha sahatie 18 a1,, ,01300",False,3776.0,"393,79 € / kk",254400.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,1,,vanha sahatie 18 a1,01300,393.0
,1982.0,concrete,good,150.0,1/2,2,Sähkölämmitys,6h + k / rt + ph + s + 2xwc + khh + varasto,False,"sorvikuja 4 b,, ,01650 vantaa",True,1666.0,,479000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,sorvikuja 4 b,01650,
,1991.0,concrete,good,93.0,1/1,1,"Sähkölämmitys, lämpöpumppu",4 h + k + s + kph + wc,False,"kuoppatie 25,, ,01390 vantaa",True,4711.0,"409,20 € / kk",289000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,kuoppatie 25,01390,409.0
Asunnossa on parveke,1964.0,concrete,mediocre,70.0,2/3,3,Kaukolämpö,3h + k + vh + wc + lasitettu parveke,False,"ukonkivenpolku 4,, ,01610",True,29816.0,"444,50 € / kk",189000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,2,,ukonkivenpolku 4,01610,444.0
,1955.0,concrete,good,95.0,1/1,1,Maalämpö,4h + k + kph + erill. wc + khh,False,"kaunokkitie 17,, ,01300 vantaa",True,,,369000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,kaunokkitie 17,01300,
,1973.0,concrete,good,154.0,1/2,2,"Sähkölämmitys, lämpöpumppu",2 + 4h + k + 2wc + s + kph + takkahuone,False,"kaislatie 11,, ,01300 vantaa",True,2284.0,"360,00 € / kk",429000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,Carport,kaislatie 11,01300,360.0
Asunnossa on parveke,1982.0,concrete,good,55.0,2/4,4,Kaukolämpö,2h + kk + kph + lasit.parv,False,"kannuskuja 3,, ,01200 vantaa",True,2888.0,"282,74 € / kk",129000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,kannuskuja 3,01200,282.0
Asunnossa on parveke,1988.0,concrete,mediocre,72.5,3/3,3,Kaukolämpö,3h + k + kph + las. p,False,"kannuskuja 9,, ,01200 vantaa",True,3443.0,"278,04 € / kk",159000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,3,,kannuskuja 9,01200,278.0
Asunnossa on parveke,1971.0,concrete,mediocre,57.0,3/5,5,Kaukolämpö,2h + k + kh + vh + lasitettu parveke,True,"uomakuja 3,, ,01600 vantaa",True,59782.0,"239,40 € / kk",117000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,3,,uomakuja 3,01600,239.0
Asunnossa on parveke,2021.0,concrete,good,32.0,1/5,5,Kaukolämmöllä toteutettu vesikiertoinen patterilämmitys,1h + k + kph + t,True,"vanha sahatie 18 a2,, ,01300",False,3776.0,"237,76 € / kk",186440.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,1,,vanha sahatie 18 a2,01300,237.0
Asunnossa on parveke,2021.0,concrete,good,64.5,2/5,5,Kaukolämmöllä toteutettu vesikiertoinen patterilämmitys,3h + k + kh + s + p,True,"vanha sahatie 18 a6,, ,01300",False,3776.0,"479,24 € / kk",301331.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,vanha sahatie 18 a6,01300,479.0
,2020.0,wood,,73.0,1/1,1,,3 h + k + s,False,"mehiläisentie 8 c5 ja c7,, ,01490",False,,"337,00 € / kk",246800.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,1,,mehiläisentie 8 c5 ja c7,01490,337.0
Asunnossa on parveke,1976.0,concrete,good,91.5,2/3,3,Kaukolämpö,4h + k + kh + parv,False,"rasinsola 2,, ,01360 vantaa",True,3287.0,"411,75 € / kk",149000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,rasinsola 2,01360,411.0
Asunnossa on parveke,1974.0,concrete,good,85.0,1/5,5,Kaukolämpö,4h + k,True,"lammaslammentie 13,, ,01710 vantaa",True,7728.0,"317,90 € / kk",179000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,1,,lammaslammentie 13,01710,317.0
,1987.0,concrete,mediocre,59.0,1/1,1,Sähkölämmitys,2h + k + so + vh + ulkovarasto (yht.järj. mukaan 2h + h + so),False,"pyörätie 52,, ,01280 vantaa",True,2000.0,"141,60 € / kk",197000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,pyörätie 52,01280,141.0
,2020.0,concrete,good,23.5,1/5,5,Kaukolämpö,1h + kt,True,"lipstikkakuja 1 c,, ,01400",False,,"185,92 € / kk",129990.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,,,1,,lipstikkakuja 1 c,01400,185.0
Asunnossa on parveke,2020.0,concrete,good,21.0,2/5,5,Kaukolämpö,1h + kt,True,"lipstikkakuja 1 c,, ,01400",False,,"172,65 € / kk",134990.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,lipstikkakuja 1 c,01400,172.0
Asunnossa on parveke,2019.0,concrete,good,23.0,1/5,5,Kaukolämpö,1h + kt + lasitettu parveke,True,"jokiniemenkuja 3,, ,01370 vantaa",False,,"224,86 € / kk",154990.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchenette,glassed-in balcony,,1,,jokiniemenkuja 3,01370,224.0
Asunnossa on parveke,1977.0,concrete,mediocre,60.0,3/3,3,Kaukolämpö,2h + k + kph + parv.,False,"havukallionkatu 10 a,, ,01360 vantaa",True,1456.0,"413,76 € / kk",89000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,3,,havukallionkatu 10 a,01360,413.0
,2006.0,concrete,good,158.0,1/1,1,"Puu, sähkö, (ilma/vesi lämpöpumppu 2020)",5h + k + kph + khh + s + th + 2xwc + parveke + at + ak + var.,False,"nuottakuja 7,, ,01490 vantaa",True,,,445000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Carport,nuottakuja 7,01490,
Asunnossa on parveke,1972.0,concrete,good,55.5,4/6,6,kaukolämpö,2h + k + lasitettu parveke.,True,"raappavuorenkuja 10,, ,01620",True,4061.0,"241,98 € / kk",136000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,4,,raappavuorenkuja 10,01620,241.0
,1999.0,concrete,mediocre,110.0,1/2,2,"Sähkölämmitys,ilmanvaihto: koneellinen poisto, lämmönjako: patterit ja lattialämmitys",4h + keittiö + khh + pesutilat + sauna + wc + käyttöulla,False,"eilantie 28,, ,01420 vantaa",True,1441.0,"98,50 € / kk",315000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Garage,eilantie 28,01420,98.0
Asunnossa on parveke,,concrete,good,59.5,2/8,8,Kaukolämpö,3h + kt,True,"ojalehdonkuja 2 a 5,, ,01400",False,,"660,03 € / kk",227400.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,2,,ojalehdonkuja 2 a 5,01400,660.0
Asunnossa on parveke,,concrete,good,76.0,2/8,8,Kaukolämpö,4h + kt,True,"ojalehdonkuja 2 a 3,, ,01400",False,,"815,70 € / kk",266900.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,2,,ojalehdonkuja 2 a 3,01400,815.0
Asunnossa on parveke,,concrete,good,52.0,2/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 6,, ,01400",False,,"566,70 € / kk",190000.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,2,,ojalehdonkuja 2 a 6,01400,566.0
Asunnossa on parveke,,concrete,good,55.5,1/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 1,, ,01400",False,,"601,53 € / kk",199900.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,1,,ojalehdonkuja 2 a 1,01400,601.0
,,concrete,good,21.5,2/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 2,, ,01400",False,,"292,98 € / kk",128000.0,apartment,,VANTAA,kitchenette,,,2,,ojalehdonkuja 2 a 2,01400,292.0
Asunnossa on parveke,,concrete,good,41.5,2/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 4,, ,01400",False,,"464,78 € / kk",162000.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,2,,ojalehdonkuja 2 a 4,01400,464.0
,,concrete,good,21.5,3/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 8,, ,01400",False,,"295,53 € / kk",130100.0,apartment,,VANTAA,kitchenette,,,3,,ojalehdonkuja 2 a 8,01400,295.0
Asunnossa on parveke,,concrete,good,76.0,3/8,8,Kaukolämpö,4h + kt,True,"ojalehdonkuja 2 a 9,, ,01400",False,,"821,65 € / kk",272000.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,3,,ojalehdonkuja 2 a 9,01400,821.0
,,concrete,good,21.5,4/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 14,, ,01400",False,,"298,08 € / kk",132200.0,apartment,,VANTAA,kitchenette,,,4,,ojalehdonkuja 2 a 14,01400,298.0
Asunnossa on parveke,,concrete,good,59.5,3/8,8,Kaukolämpö,3h + kt,True,"ojalehdonkuja 2 a 11,, ,01400",False,,"665,13 € / kk",231500.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,3,,ojalehdonkuja 2 a 11,01400,665.0
Asunnossa on parveke,,concrete,good,41.5,3/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 10,, ,01400",False,,"468,18 € / kk",165100.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,3,,ojalehdonkuja 2 a 10,01400,468.0
Asunnossa on parveke,,concrete,good,76.0,4/8,8,Kaukolämpö,4h + kt,True,"ojalehdonkuja 2 a 15,, ,01400",False,,"827,60 € / kk",277100.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,4,,ojalehdonkuja 2 a 15,01400,827.0
Asunnossa on parveke,,concrete,good,41.5,4/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 16,, ,01400",False,,"471,58 € / kk",168200.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,4,,ojalehdonkuja 2 a 16,01400,471.0
Asunnossa on parveke,,concrete,good,59.5,4/8,8,Kaukolämpö,3h + kt,True,"ojalehdonkuja 2 a 17,, ,01400",False,,"670,23 € / kk",235600.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,4,,ojalehdonkuja 2 a 17,01400,670.0
,,concrete,good,24.0,3/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 13,, ,01400",False,,"319,55 € / kk",136600.0,apartment,,VANTAA,kitchenette,,,3,,ojalehdonkuja 2 a 13,01400,319.0
,,concrete,good,24.0,4/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 19,, ,01400",False,,"322,10 € / kk",138700.0,apartment,,VANTAA,kitchenette,,,4,,ojalehdonkuja 2 a 19,01400,322.0
Asunnossa on parveke,,concrete,good,76.0,5/8,8,Kaukolämpö,4h + kt,True,"ojalehdonkuja 2 a 21,, ,01400",False,,"834,40 € / kk",283200.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,5,,ojalehdonkuja 2 a 21,01400,834.0
Asunnossa on parveke,,concrete,good,52.0,4/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 18,, ,01400",False,,"576,05 € / kk",198200.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,4,,ojalehdonkuja 2 a 18,01400,576.0
,,concrete,good,21.5,5/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 20,, ,01400",False,,"301,48 € / kk",135300.0,apartment,,VANTAA,kitchenette,,,5,,ojalehdonkuja 2 a 20,01400,301.0
Asunnossa on parveke,,concrete,good,41.5,5/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 22,, ,01400",False,,"476,68 € / kk",172300.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,5,,ojalehdonkuja 2 a 22,01400,476.0
Asunnossa on parveke,,concrete,good,52.0,5/8,8,Kaukolämpö,2h + kt,True,"ojalehdonkuja 2 a 24,, ,01400",False,,"582,85 € / kk",203300.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,5,,ojalehdonkuja 2 a 24,01400,582.0
,,concrete,good,24.0,5/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 25,, ,01400",False,,"326,35 € / kk",141800.0,apartment,,VANTAA,kitchenette,,,5,,ojalehdonkuja 2 a 25,01400,326.0
,,concrete,good,21.5,6/8,8,Kaukolämpö,1h + kt,True,"ojalehdonkuja 2 a 26,, ,01400",False,,"305,73 € / kk",138400.0,apartment,,VANTAA,kitchenette,,,6,,ojalehdonkuja 2 a 26,01400,305.0
,2011.0,concrete,good,46.5,1/4,4,,2h + k + s + piha,False,"säteritilankatu 6,, ,01520",False,,"176,70 € / kk",219000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,,,1,,säteritilankatu 6,01520,176.0
Asunnossa on parveke,1975.0,concrete,good,93.5,6/7,7,"Kaukolämpö,Kaukolämpö, Vesikiertoinen keskuslämmitys",kerrostalo 4h + k + kph / wc + vh + wc + las.p,True,"kukinkuja 4,, ,01620",True,86397.0,"530,15 € / kk",155000.0,apartment,,VANTAA,kitchen,glassed-in balcony,,6,,kukinkuja 4,01620,530.0
Asunnossa on parveke,1972.0,concrete,good,78.0,2/7,7,Kaukolämpö,3h + k + kph + parveke,True,"piikkikuja 3,, ,01650 vantaa",True,3218.0,"455,53 € / kk",128000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,piikkikuja 3,01650,455.0
Asunnossa on parveke,2019.0,concrete,mediocre,66.5,2/5,5,,3h + kt,True,"tikkurilantie 33 a04,, ,01370",True,,"429,55 € / kk",327400.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,tikkurilantie 33 a04,01370,429.0
,1994.0,concrete,good,176.0,1/1,1,"Vesikiertoinen keskuslämmitys, Maalämpö, Uuni- tai takkalämmitys, Ilmalämpöpumppu",okt 5h + k + s + khh + at,False,"emeleuksenkuja 1,, ,00750",True,,,529000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Garage,emeleuksenkuja 1,00750,
,1981.0,concrete,good,104.0,1/2,2,Lämpöpumppu,4h + k + kph + s + tkh + ask.h + terassi + piha,False,"reunatie 24,, ,01760 vantaa",True,2180.0,"400,00 € / kk",279000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,1,,reunatie 24,01760,400.0
,2004.0,concrete,good,142.0,1/1,1,,5h + k + sauna + khh + autotalli + varasto,False,"mäkitie 31,, ,01390 vantaa",True,,,450000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Garage,mäkitie 31,01390,
Asunnossa on parveke,2019.0,concrete,good,23.0,2/6,6,Kaukolämpö,1 h + kt + parveke,True,"spinellikuja 5,, ,01700 vantaa",False,,"226,19 € / kk",159990.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,spinellikuja 5,01700,226.0
Asunnossa on parveke,2019.0,concrete,good,26.0,2/2,2,Kaukolämpö,1 h + kt + ph + parv,False,"kulorastaantie 3,, ,01450 vantaa",False,,"198,80 € / kk",129990.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,kulorastaantie 3,01450,198.0
Asunnossa on parveke,2016.0,concrete,good,76.0,4/6,6,Kaukolämpö,3h + kt + s,True,"jaspiskuja 5,, ,01700 vantaa",False,1896.0,"506,85 € / kk",249000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,4,,jaspiskuja 5,01700,506.0
Asunnossa on parveke,1972.0,concrete,good,73.0,3/3,3,Kaukolämpö,3h + k + s + kph + erill.wc + p,False,"vantaanpuistontie 19,, ,01730",True,12500.0,"270,10 € / kk",169000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,3,,vantaanpuistontie 19,01730,270.0
,1997.0,concrete,good,57.0,1/1,1,"Ilmalämpöpumppu, varaava takka ja varaus vesikiertoiselle lattalämmitykselle(takka/sähkö).",2h + k + kh + avoin yläkerta,False,"solatie 9,, ,01260",True,,,295000.0,detached house,Asunnossa ei ole saunaa,VANTAA,kitchen,,1.0,1,,solatie 9,01260,
Asunnossa on parveke,1964.0,concrete,good,92.0,1/3,3,"Kaukolämpö,Kaukolämpö",4h + k + wc + kph + vh + lasitettu parveke,False,"ohrakuja 1,, ,01370",True,4320.0,"621,00 € / kk",209000.0,apartment,,VANTAA,kitchen,glassed-in balcony,,1,,ohrakuja 1,01370,621.0
Asunnossa on parveke,2018.0,concrete,good,69.5,1/2,2,Kaukolämpö,huoneistoselitelmä 3h + avok. + s + piha,False,"pitotie 9,, ,01510 vantaa",False,,"403,10 € / kk",297000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,1,,pitotie 9,01510,403.0
Asunnossa on parveke,1973.0,concrete,mediocre,97.0,2/3,3,Kaukolämpö,4h + k,False,"hiirakkotie 8,, ,01290 vantaa",True,3003.0,"550,71 € / kk",148900.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,hiirakkotie 8,01290,550.0
,1983.0,concrete,mediocre,74.5,4/4,4,Kaukolämpö,3h + k + parveke,False,"virpikuja 3,, ,01360 vantaa",True,2238.0,"323,03 € / kk",167000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,,,4,,virpikuja 3,01360,323.0
,1984.0,concrete,mediocre,94.0,1/2,2,,4h + k + s,False,"rajakyläntie 38 b,, ,01280 vantaa",True,2553.0,"342,09 € / kk",279000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,,rajakyläntie 38 b,01280,342.0
,2020.0,concrete,good,130.0,1/1,1,"Vesi-ilmalämpöpumppu, vesikieroinen lattialämmitys",5h + k + s + khh + 2xwc + 2xterassi,False,"kylänpääntie 2 b,, ,01750 vantaa",True,,,559000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,kylänpääntie 2 b,01750,
Asunnossa on parveke,1968.0,concrete,mediocre,75.0,3/3,3,Kaukolämpö,3h + k + s + p,False,"vanamonkuja 1,, ,01350 vantaa",True,35391.0,"444,00 € / kk",179000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,3,,vanamonkuja 1,01350,444.0
,2015.0,concrete,good,154.0,1/1,1,"Ilmavesilämpöpumppu, varaava takka",6h + avok + khh + vh + 2 x erill.wc + kph + s + p,False,"lankakuja 2,, ,01260 vantaa",True,,,458000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,lankakuja 2,01260,
Asunnossa on parveke,1972.0,concrete,good,74.5,3/3,3,Kaukolämpö,3h + k + kph + erill.wc + vh + las.parv,False,"laajavuorenrinne 5 j 92,, ,01620",True,,"180,46 € / kk",165000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,3,,laajavuorenrinne 5 j 92,01620,180.0
,1994.0,concrete,good,91.0,2/2,2,"vesikiertoiset patterit, öljylämmitys, ilmavesilämpöpumppu",4h + k + kph + s + wc,False,"malvatie 4,, ,01390",True,4122.0,"327,60 € / kk",274000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,2,,malvatie 4,01390,327.0
Asunnossa on parveke,1976.0,concrete,mediocre,59.5,2/9,9,kaukolämpö,2h + k + kph + vh + lasitettu parveke,False,"taivaskero 5 a,, ,01280",True,33145.0,"299,94 € / kk",127000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,taivaskero 5 a,01280,299.0
,1999.0,concrete,good,125.0,1/2,2,suora sähkö,5h + k + khh + 2x vh + s + kph + er wc,False,"heikantie 8,, ,01450",True,1803.0,"500,00 € / kk",335000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,heikantie 8,01450,500.0
,2016.0,concrete,good,33.5,1/2,2,Vesikiertoinen lattialämmitys/ kaukolämpö,1h + kt + a + piha,True,"timanttikiteenkuja 8 b,, ,01700",True,3477.0,"134,00 € / kk",199000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,,,1,,timanttikiteenkuja 8 b,01700,134.0
,1954.0,concrete,good,200.0,1/1,1,"Maalämpö, Vesikiertoinen lattialämmitys",iso omakotitalo maalämmössä!,False,"vassinmäki 2,, ,01730",True,,,495000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Carport,vassinmäki 2,01730,
Asunnossa on parveke,2016.0,concrete,good,72.0,4/6,6,Kaukolämpö,3 h + kt + s,True,"jaspiskuja 5,, ,01700",False,1896.0,"333,69 € / kk",292000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,4,,jaspiskuja 5,01700,333.0
Asunnossa on parveke,2002.0,concrete,good,85.0,1/2,2,Kaukolämpö,3 h + k + s,False,"mikaelintie 4,, ,01400 vantaa",True,2281.0,"297,50 € / kk",249000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,1,,mikaelintie 4,01400,297.0
,2013.0,concrete,good,93.0,1/2,2,Sähkö. Poistoilmapumppu,4h + k + s,False,"maratontie 5 b,, ,01280 vantaa",True,1087.0,"135,00 € / kk",374000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,,maratontie 5 b,01280,135.0
Asunnossa on parveke,1972.0,concrete,good,78.0,3/4,4,,3h + k + kh + parv.,False,"nuijapolku 2 a 8,, ,01650",True,,"333,90 € / kk",127000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,3,,nuijapolku 2 a 8,01650,333.0
,1982.0,concrete,mediocre,118.5,2/2,2,Kaukolämpö,4 h + k + s,False,"pähkinänsärkijä 8,, ,01710 vantaa",True,6084.0,"430,70 € / kk",265000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,2,,pähkinänsärkijä 8,01710,430.0
,1980.0,concrete,good,80.0,1/1,1,Suora sähkölämmitys,3h + k + s + kph + erill.wc + terassi,False,"vaaralankulma 13,, ,01329",True,2508.0,"240,00 € / kk",239800.0,row house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,vaaralankulma 13,01329,240.0
Asunnossa on parveke,2018.0,concrete,good,71.0,3/16,16,Kaukolämpö,4h + kt + s + p,True,"talvikkitie 7,, ,01300",True,536.0,"205,90 € / kk",349000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,3,,talvikkitie 7,01300,205.0
