balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
Asunnossa on parveke,2017.0,concrete,good,24.5,3/6,6,Kaukolämpö,1h + kt + kph + p,True,"loiskekuja 2 c a,, ,01600 vantaa",True,9031.0,"180,22 € / kk",164000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchenette,glassed-in balcony,,3,,loiskekuja 2 c a,01600,180.0
Asunnossa on parveke,1974.0,concrete,good,75.0,2/3,3,Kaukolämpö,3h + avokeittiö + kh + vh + p,False,"lammastie 11,, ,01710 vantaa",True,3648.0,"388,50 € / kk",168000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,2,,lammastie 11,01710,388.0
,2013.0,concrete,good,62.5,1/4,4,Kaukolämpö,3h + kk + kph + s + lasitettu pihaterassi 8m2 + avoterassi 2,True,"pakkalanrinne 1,, ,01510",True,4040.0,"237,50 € / kk",265000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,,,1,Garage,pakkalanrinne 1,01510,237.0
Asunnossa on parveke,1971.0,concrete,mediocre,79.0,5/8,8,Kaukolämpö,3h + k (yj:n muk.),True,"hepokuja 6,, ,01200 vantaa",True,3517.0,"610,42 € / kk",172000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,5,,hepokuja 6,01200,610.0
,1994.0,concrete,good,79.0,1/2,2,"vesikiertoiset patterit, öljylämmitys, ilmavesilämpöpumppu",3h + k + kph + s + wc,False,"malvatie 4,, ,01390",True,4122.0,"284,40 € / kk",249000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,,malvatie 4,01390,284.0
,,concrete,mediocre,94.0,1/1,1,"Sähkölämmitys, vesikiertoiset patterit. Siirrytty sähkölämmitykseen 80-luvulla. Yläkerran patterit ei toimi, sähköpatterit käytössä.",4h + k + kph + s + khh + wc + vh + et + autotalli,False,"liekotie 14,, ,01300 vantaa",True,,,259000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Garage,liekotie 14,01300,
,1981.0,concrete,mediocre,105.5,1/1,1,Vesi-ilmalämpöpumppu,okt 3mh + oh + k + 2 x vh + 2 x kph + 2 x wc + s + khh + a,False,"telkkätie 19,, ,01450",True,,,282000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,,1,,telkkätie 19,01450,
Asunnossa on parveke,1972.0,concrete,good,92.0,5/5,5,Kaukolämpö,3-4h + k + kph + s + lasitettu parveke,True,"lammaskuja 2 b,, ,01710",True,2073.0,"593,40 € / kk",255290.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,5,,lammaskuja 2 b,01710,593.0
,1973.0,concrete,mediocre,132.5,1/1,1,Suora sähkölämmitys,4h + k + s + khh + työskentelytila + wc + autotalli,False,"kuusikkotie 16,, ,01380",True,1940.0,,235000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Garage,kuusikkotie 16,01380,
,1981.0,wood,good,81.0,1/1,1,Kaukolämpö,3h + k + kph + s + erill.wc + vh + ter + piha + v,False,"santamäentie 21 as. 18,, ,01630",True,,"331,29 € / kk",269000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,santamäentie 21 as. 18,01630,331.0
,2020.0,concrete,good,98.2,1/1,1,Vesikiertoinen lattialämmitys,4h + k + kph + s + p,False,"vapaalantie 46 c,, ,01650 vantaa",True,,,398000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,vapaalantie 46 c,01650,
Asunnossa on parveke,2017.0,concrete,good,66.5,2/6,6,Kaukolämpö,3h + kt + s,True,"safiirikuja 9,, ,01700",False,776.0,"359,10 € / kk",249000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,2,,safiirikuja 9,01700,359.0
Asunnossa on parveke,2016.0,concrete,good,58.5,2/2,2,Kaukolämpö,3h + avok + vh + wc / kph + parveke,False,"säveltie 3,, ,01390",True,2371.0,"469,25 € / kk",215000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,säveltie 3,01390,469.0
Asunnossa on parveke,1969.0,concrete,mediocre,91.5,4/6,6,Kaukolämpö,4h + k + kph + erill.wc + erill.sis.käynti + vh + las.parv.,True,"raiviosuonrinne 3,, ,01620 vantaa",True,3850.0,"411,75 € / kk",169000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,4,,raiviosuonrinne 3,01620,411.0
,1988.0,concrete,good,59.5,1/1,1,Sähkölämmitys,2 h + k + kph + s + eril.wc + 2 x vh + 2 x varasto,False,"leppäkorventie 20,, ,01450 vantaa",True,2213.0,"238,00 € / kk",219000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,leppäkorventie 20,01450,238.0
,2015.0,concrete,good,78.5,1/1,1,"Sähkölämmitys,vesikiertoinen lattialämmitys, Nibe poistoilmalämpöpumppu",4h + k + s + varasto,False,"hyljetie 1,, ,01480 vantaa",True,5367.0,"219,80 € / kk",268000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,hyljetie 1,01480,219.0
Asunnossa on parveke,1977.0,concrete,good,59.5,6/6,6,Kaukolämpö,2h + k + kh + lasitettu parveke,True,"karjopolku 14,, ,01360",True,2424.0,"265,83 € / kk",108000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,6,,karjopolku 14,01360,265.0
Asunnossa on parveke,2019.0,concrete,mediocre,68.0,1/5,5,,3h + kt + s,True,"tikkurilantie 33 b23,, ,01370",True,,"444,60 € / kk",342600.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,1,,tikkurilantie 33 b23,01370,444.0
,1970.0,concrete,good,99.5,1/2,2,Kaukolämpö,3 h + k + kh + wc + s + vh,False,"lähdepuistontie 6,, ,01230 vantaa",True,10220.0,"647,00 € / kk",265000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,,lähdepuistontie 6,01230,647.0
Asunnossa on parveke,2016.0,concrete,good,59.0,5/6,6,Kaukolämpö,2h + k + s,True,"primavera 3,, ,01340 vantaa",True,2961.0,"118,00 € / kk",254000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,5,,primavera 3,01340,118.0
,1973.0,concrete,mediocre,102.5,1/2,2,Kaukolämpö,4h + k + s / kh + er. wc + vh,False,"keltamotie 44,, ,01300 vantaa",True,10879.0,"442,25 € / kk",218000.0,row house,Asunnossa on sauna,VANTAA,kitchen,,,1,,keltamotie 44,01300,442.0
Asunnossa on parveke,1970.0,concrete,,72.5,1/5,5,,3h + k + kph + s + vh + wc + lasp,True,"vaahtokuja 9,, ,01600",True,,"641,78 € / kk",215000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,5.0,1,,vaahtokuja 9,01600,641.0
Asunnossa on parveke,2015.0,concrete,good,67.5,2/4,4,"Kaukolämpö, vesikiertoinen lattialämmitys.",1-3h + k + kph + s + lasitettuparveke + autohallipaikka,True,"timanttikiteenkuja 10,, ,01700",True,3056.0,"263,25 € / kk",282000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,2,Undercover parking,timanttikiteenkuja 10,01700,263.0
Asunnossa on parveke,1974.0,concrete,good,32.5,3/5,5,Kaukolämpö,1h + kk + kph + parveke,True,"oritie 2,, ,01200",True,3208.0,"182,25 € / kk",93500.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchenette,glassed-in balcony,,3,,oritie 2,01200,182.0
Asunnossa on parveke,2007.0,concrete,good,91.0,1/2,2,Kaukolämpö,3-4h + k + 2kph + s + vh + p + ter,False,"kaskikalliontie 4,, ,01200",True,,"282,10 € / kk",299000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,1,,kaskikalliontie 4,01200,282.0
,2015.0,concrete,good,46.5,2/4,4,"Kaukolämpö,koneellinen ilmanvaihto LTO, vesikiertoinen lattialämmitys",loft 1h + avokeittiö + kh + parveke (yj. 1-2h + kt),True,"timanttikiteenkuja 10,, ,01700 vantaa",True,3055.0,"181,35 € / kk",219000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,,,2,,timanttikiteenkuja 10,01700,181.0
,2020.0,concrete,good,104.0,2/2,2,Ilma-vesilämpöpumppu,3 mh + avok. + olohuone + sauna + 2 x kph + khh + terass,False,"tavitie 21 a1,, ,01450",True,3776.0,"228,80 € / kk",370000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,2,,tavitie 21 a1,01450,228.0
,2020.0,concrete,good,104.0,2/2,2,Ilma-vesilämpöpumppu,3 mh + avok. + olohuone + sauna + 2 x kph + khh + terass,False,"tavitie 21 a2,, ,01450",True,3776.0,"228,80 € / kk",370000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,2,,tavitie 21 a2,01450,228.0
,2020.0,concrete,good,104.0,2/2,2,Ilma-vesilämpöpumppu,3 mh + avok. + olohuone + sauna + 2 x kph + khh + terass,False,"tavitie 21 b2,, ,01450",True,3776.0,"228,80 € / kk",370000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,,2,,tavitie 21 b2,01450,228.0
,1999.0,concrete,good,89.0,1/1,1,Sähkölämmitys,4 + k + kph + s + eril.wc + vh + käyttöullakko,False,"majavatie 22,, ,01450 vantaa",True,3201.0,"222,50 € / kk",279000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Carport,majavatie 22,01450,222.0
Asunnossa on parveke,2018.0,concrete,good,101.0,2/2,2,"Kaukolämpö, vesikiertoinen lattialämmitys",4h + k + kh + khh + 2xwc + s + lasit.terassi,False,"kokkokalliontie 7,, ,01380",True,1950.0,"303,00 € / kk",375000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,kokkokalliontie 7,01380,303.0
Asunnossa on parveke,1982.0,concrete,good,56.5,4/4,4,,2h + k,False,"lehdokkitie 7 a 25,, ,01300",True,,"279,73 € / kk",180000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,4,,lehdokkitie 7 a 25,01300,279.0
Asunnossa on parveke,1973.0,concrete,good,75.5,3/3,3,Kaukolämpö,3h + k,False,"evästie 7 a,, ,01360 vantaa",True,1164.0,"388,95 € / kk",125000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,3,,evästie 7 a,01360,388.0
Asunnossa on parveke,2013.0,concrete,good,50.5,2/7,7,Kaukolämpö,2h + k + s,True,"viertolankuja 6,, ,01300 vantaa",True,6517.0,"583,28 € / kk",259000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,viertolankuja 6,01300,583.0
Asunnossa on parveke,2020.0,concrete,good,56.0,1/2,2,,3h + k + ph + lasitettu parveke,False,"maauunintie 12 c 2,, ,01450",False,,"397,33 € / kk",182000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,1,,maauunintie 12 c 2,01450,397.0
Asunnossa on parveke,1978.0,concrete,good,99.5,2/2,2,Kaukolämpö,4h + k + s + kph + eril. kph + khh + parveke,False,"lukkokuja 1,, ,01660",True,6943.0,"513,42 € / kk",288000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,lukkokuja 1,01660,513.0
Asunnossa on parveke,2015.0,concrete,good,57.5,2/6,6,Kaukolämpö,3h + avokeittiö + kph,True,"aurinkokivenkuja 2a7,, ,01700",False,913.0,"319,13 € / kk",215000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,aurinkokivenkuja 2a7,01700,319.0
Asunnossa on parveke,2020.0,wood,good,67.0,1/2,2,Maalämpö ( sisältyy vastikkeeseen),3h + k + s + kph + parveke ja terassi,False,"rajatie 8-10 e 22,, ,01230",True,5113.0,"335,00 € / kk",279200.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,1,,rajatie 8-10 e 22,01230,335.0
Asunnossa on parveke,1978.0,concrete,mediocre,74.5,5/6,6,kaukolämpö,3 h + k + kph / wc + lasitettu parveke,True,"lehmipolku 4 b,, ,01360",True,2558.0,"402,50 € / kk",119900.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,5,,lehmipolku 4 b,01360,402.0
,1989.0,concrete,mediocre,78.0,1/1,1,"Sähkö, ilmalämpöpumppu (2013), puu (leivinuuni), sähköinen lattialämmitys (kylpyhuone, kodinhoito, wc).",oh + k + 2 mh + kph + wc + s + parvi + vilpola,False,"kanneltie 8 b as. 1,, ,01260",True,,,259000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,,1,,kanneltie 8 b as. 1,01260,
Asunnossa on parveke,2016.0,concrete,good,65.0,3/5,5,"Vesikeskuslämmitys, kaukolämpö",3h + avokeittiö + sauna + lasitettu parveke,True,"safiirikuja 6,, ,01700",False,2977.0,"652,35 € / kk",274000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,3,,safiirikuja 6,01700,652.0
Asunnossa on parveke,1972.0,concrete,mediocre,57.5,4/6,6,Kaukolämpö,2h + k + p,True,"raappavuorenkuja 8,, ,01620 vantaa",True,7172.0,"335,68 € / kk",110000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,4,,raappavuorenkuja 8,01620,335.0
Asunnossa on parveke,1969.0,concrete,good,76.0,3/8,8,"Kaukolämpö, vesikeskuslämmitys",3 h + k + kph + et + las. parveke,True,"vantaanmäki 5 c,, ,01730",True,10875.0,"311,60 € / kk",177000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,3,,vantaanmäki 5 c,01730,311.0
Asunnossa on parveke,1971.0,concrete,good,80.5,2/3,3,Kaukolämpö,3h + k + kph + las.parv.,False,"venuksentie 6,, ,01480 vantaa",True,41254.0,"708,41 € / kk",159000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,venuksentie 6,01480,708.0
Asunnossa on parveke,1973.0,concrete,mediocre,99.0,2/3,3,Kaukolämpö,5h + k,False,"piikkirinne 1 e,, ,01650 vantaa",True,4059.0,"491,04 € / kk",162000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,2,,piikkirinne 1 e,01650,491.0
,1990.0,concrete,good,61.5,1/3,3,Kaukolämpö. V.2004 siirrytty kaukolämpöön.,3h + k + s,False,"maarinkunnaantie 5 c,, ,01370 vantaa",True,4993.0,"332,10 € / kk",189000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,,,1,,maarinkunnaantie 5 c,01370,332.0
Asunnossa on parveke,2019.0,concrete,mediocre,66.5,3/5,5,,3h + kt,True,"tikkurilantie 33 a10,, ,01370",True,,"434,15 € / kk",337200.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,3,,tikkurilantie 33 a10,01370,434.0
Asunnossa on parveke,1979.0,concrete,good,57.0,2/5,5,Kaukolämpö,2h + k + kph + las.parv,True,"satulakuja 4 c 18,, ,01200",True,,"362,44 € / kk",133000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,satulakuja 4 c 18,01200,362.0
,1909.0,concrete,good,106.0,2/2,2,Kaukolämpö,3 h + kt + ph + wc,True,"rillitie 6 a 4,, ,01370 vantaa",True,2553.0,"738,95 € / kk",695000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,,,2,,rillitie 6 a 4,01370,738.0
Asunnossa on parveke,1980.0,concrete,good,126.0,1/2,2,Kaukolämpö,5h + k + kph + s + 2 erilliswc + khh + vh + piha + parveke,False,"keltamotie 41,, ,01300 vantaa",True,4393.0,"554,00 € / kk",467000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,2.0,1,,keltamotie 41,01300,554.0
Asunnossa on parveke,1974.0,concrete,good,52.5,5/6,6,"Kaukolämpö,Kaukolämpö",kt 2h + kk + parveke,True,"lintukallionrinne 3,, ,01620",True,64915.0,"194,26 € / kk",126000.0,apartment,,VANTAA,kitchenette,glassed-in balcony,,5,,lintukallionrinne 3,01620,194.0
,2018.0,concrete,good,181.0,1/1,1,"Maalämpö vesikiertoisella lattialämmityksellä, varaava takka",4h + k + saunaosasto + khh + ak,False,"ongenkoukku 13,, ,01490 vantaa",True,,,525000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Carport,ongenkoukku 13,01490,
,1975.0,concrete,mediocre,119.0,1/1,1,"Suorasähkö (patterivaraukset kaikkien ikkunoiden alla), takka, ilmalämpöpumppu",5h + k + kph + s + wc + vh + var + tekn + autokatos,False,"närhikuja 10,, ,01450 vantaa",True,,,223000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Garage,närhikuja 10,01450,
,1990.0,concrete,good,121.0,1/1,1,Kaukolämpö. Lämmönvaihdin on vuodelta 2014.,5h + k + s,False,"siriuksenkuja 33 a,, ,01450 vantaa",True,,,354000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,siriuksenkuja 33 a,01450,
Asunnossa on parveke,1976.0,concrete,good,68.5,2/3,3,kaukolämpö,3h + k + kph + p.,False,"harmotie 8 c,, ,01200",True,26055.0,"358,02 € / kk",139000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,harmotie 8 c,01200,358.0
Asunnossa on parveke,2017.0,concrete,good,33.5,5/7,7,"Kaukolämpö,Kaukolämpö, Vesikiertoinen keskuslämmitys",nan,True,"safiirikuja 7,, ,01700",True,1656.0,"635,19 € / kk",182900.0,apartment,,VANTAA,kitchen,glassed-in balcony,,5,,safiirikuja 7,01700,635.0
Asunnossa on parveke,2009.0,concrete,good,78.0,4/7,7,Kaukolämpö,3h + kt + s,True,"ulrikankuja 14 a 23,, ,01400 vantaa",True,1470.0,"280,80 € / kk",289000.0,apartment,Asunnossa on sauna,VANTAA,kitchenette,glassed-in balcony,,4,,ulrikankuja 14 a 23,01400,280.0
,2020.0,concrete,good,27.5,3/5,5,Kaukolämpö,1h + kt,True,"kultarikontie 3 a,, ,01300",True,,"151,62 € / kk",179900.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,,,3,,kultarikontie 3 a,01300,151.0
Asunnossa on parveke,1966.0,concrete,mediocre,74.5,2/4,4,Kaukolämpö,3h + k + kph + lasit.parv.,False,"haltiantie 4,, ,01600 vantaa",True,38553.0,"290,55 € / kk",175000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,haltiantie 4,01600,290.0
Asunnossa on parveke,2000.0,concrete,good,91.5,2/6,6,Vesikeskuslämmitys.,4h + k + sauna + 2 wc + lasitettu parveke,True,"aapramintie 6,, ,01610",True,5335.0,"329,40 € / kk",289800.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,aapramintie 6,01610,329.0
Asunnossa on parveke,1966.0,concrete,good,76.0,4/8,8,Kaukolämpö. Koneellinen poistoilmanvaihto.,3h + k + kph + p,True,"vantaankallio 2,, ,01730",True,13184.0,"435,00 € / kk",159000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchen,glassed-in balcony,,4,,vantaankallio 2,01730,435.0
Asunnossa on parveke,1972.0,concrete,good,46.0,4/4,4,kaukolämpö,2h + kk + lasitettu parveke,False,"laajavuorenkuja 3,, ,01620",True,16050.0,"170,20 € / kk",114000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchenette,glassed-in balcony,,4,,laajavuorenkuja 3,01620,170.0
Asunnossa on parveke,2017.0,concrete,good,89.5,6/6,6,Kaukolämmitys.,4h + k + sauna + lasitettu etelä parveke,True,"loiskekuja 6,, ,01600",False,4450.0,"179,00 € / kk",369000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,6,,loiskekuja 6,01600,179.0
Asunnossa on parveke,1970.0,concrete,good,59.0,1/5,5,kaukolämpö,2h + k + kph + lasitettu parveke,True,"nuijatie 10 a,, ,01650",True,2520.0,"341,22 € / kk",99900.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,1,,nuijatie 10 a,01650,341.0
,2019.0,concrete,good,58.5,1/5,5,,3h + kt + parv,False,"keltasafiirinpolku 1 a6,, ,01700",True,3337.0,"320,15 € / kk",253000.0,apartment,,VANTAA,kitchenette,,,1,,keltasafiirinpolku 1 a6,01700,320.0
,2019.0,concrete,good,59.0,2/5,5,,3h + kt + parv,False,"keltasafiirinpolku 1 a8,, ,01700",True,3337.0,"322,80 € / kk",255000.0,apartment,,VANTAA,kitchenette,,,2,,keltasafiirinpolku 1 a8,01700,322.0
,2019.0,concrete,good,58.5,2/5,5,,3h + kt + parv,False,"keltasafiirinpolku 1 a13,, ,01700",True,3337.0,"320,67 € / kk",254000.0,apartment,,VANTAA,kitchenette,,,2,,keltasafiirinpolku 1 a13,01700,320.0
,2019.0,concrete,good,56.0,2/6,6,,3h + kt,False,"keltasafiirinpolku 1 b47,, ,01700",True,3337.0,"311,62 € / kk",251500.0,apartment,,VANTAA,kitchenette,,,2,,keltasafiirinpolku 1 b47,01700,311.0
,2019.0,concrete,good,57.5,3/6,6,,3h + kt + parv,False,"keltasafiirinpolku 1 b55,, ,01700",True,3337.0,"316,95 € / kk",253000.0,apartment,,VANTAA,kitchenette,,,3,,keltasafiirinpolku 1 b55,01700,316.0
,2019.0,concrete,good,146.0,1/1,1,"Viesmann vesilämpöpumppu, Tulikiven varaava takka",5h + k + 2*kph + khh + 2*wc + s + vh,False,"isonmännyntie 45,, ,01690 vantaa",True,,,579000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,isonmännyntie 45,01690,
Asunnossa on parveke,1981.0,concrete,mediocre,82.5,4/6,6,Kaukolämpö,3h + k,True,"kaakkoisväylä 3,, ,01480 vantaa",True,2478.0,"558,75 € / kk",119000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,4,,kaakkoisväylä 3,01480,558.0
Asunnossa on parveke,1974.0,concrete,mediocre,59.0,5/6,6,Kaukolämpö,2h + k + kph + vh + las.parveke,True,"rasinkatu 14,, ,01360 vantaa",True,3761.0,"261,90 € / kk",98000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,5,,rasinkatu 14,01360,261.0
Asunnossa on parveke,1972.0,concrete,good,97.0,2/3,3,Kaukolämpö,4h + k + kph + eril. wc + las. parv.,False,"marsinkuja 6,, ,01480 vantaa",True,10170.0,"537,28 € / kk",118000.0,apartment,Taloyhtiössä on sauna,VANTAA,kitchen,glassed-in balcony,,2,,marsinkuja 6,01480,537.0
,,concrete,good,141.0,1/1,1,"Sähkö, lämmönjakotapa patterit, joissa kiertää öljy, digitaalinen termostaatti. Pesutiloissa, vierashuoneessa ja yhdessä makuuhuoneista lattialämmitys.",5 h + k + s + kph + wc + khh + terassi,False,"ohjasrinne 7,, ,01640 vantaa",True,,,395000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,,ohjasrinne 7,01640,
,2020.0,concrete,good,87.5,1/1,1,"Vesikiertoinen lattialämmitys, Poistoilmalämpöpumppu",omakotialo 4h + k + kph + s uusi,False,"sarvijaakonpolku 3,, ,01480",True,,,359000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,1.0,1,Carport,sarvijaakonpolku 3,01480,
Asunnossa on parveke,2021.0,concrete,good,67.5,6/7,7,"Kaukolämpö, vesikiertoiset patterit",3h + kt + kh,True,"asolanväylä 12 a 46,, ,01360 vantaa",False,,"354,85 € / kk",262000.0,apartment,Asunnossa ei ole saunaa,VANTAA,kitchenette,glassed-in balcony,,6,,asolanväylä 12 a 46,01360,354.0
Asunnossa on parveke,1982.0,concrete,mediocre,70.5,2/3,3,Kaukolämpö,3 h + k + kph + s + parveke,False,"naapurinkuja 1,, ,01670 vantaa",True,63134.0,"338,40 € / kk",174000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,,2,,naapurinkuja 1,01670,338.0
Asunnossa on parveke,1990.0,concrete,good,71.0,1/1,1,Sähkö,3h + k + kph + s + vh + ter + piha,False,"oravakuja 6 e 20,, ,01450",True,,"369,39 € / kk",215000.0,row house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,1.0,1,,oravakuja 6 e 20,01450,369.0
Asunnossa on parveke,1982.0,concrete,good,180.0,1/1,1,"Öljylämmitys, Uuni- tai takkalämmitys, Patteri, Lattialämmitys, Ilmalämpöpumppu",tämä kannattaa käydä katsomassa!,False,"naakkatie 2,, ,01450",True,,,399000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,glassed-in balcony,2.0,1,Garage,naakkatie 2,01450,
,1983.0,concrete,mediocre,37.5,1/6,6,Kaukolämpö,1h + k + s,True,"paatsamakuja 6,, ,01360 vantaa",True,2106.0,"202,50 € / kk",130000.0,apartment,Asunnossa on sauna,VANTAA,kitchen,,,1,,paatsamakuja 6,01360,202.0
,1985.0,concrete,good,75.5,1/2,2,"Kaukolämpö,Kaukolämpö, Patteri",valoisa kolmio kuninkaalassa,False,"taostie 4,, ,01300",True,5735.0,"306,90 € / kk",225000.0,apartment,,VANTAA,kitchen,,,1,,taostie 4,01300,306.0
,2014.0,concrete,good,85.5,1/1,1,"Vesikiertoinen lattialämmitys, Poistoilmalämpöpumppu",tilava 2-tasoinen paritaloasunto,False,"rintatie 8,, ,01390",True,,,359000.0,terraced house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,,rintatie 8,01390,
,2008.0,wood,good,136.0,1/1,1,Vesi-ilmalämpöpumppu vesikiertoisella lattialämmityksellä,4-5h + k + kph + s + khh + 2xwc + at,False,"kurkitie 21b,, ,01450 vantaa",True,,,409000.0,detached house,Asunnossa on sauna,VANTAA,kitchen,,2.0,1,Garage,kurkitie 21b,01450,
